symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
AAPL,2016-08-04 00:00:00+00:00,105.87,106.0,105.28,105.58,27408650,24.9344864135,24.9651039939,24.7955297026,24.8661856573,109634600,0.57,1.0
AAPL,2016-08-05 00:00:00+00:00,107.48,107.65,106.18,106.27,40553402,25.3136733704,25.3537117448,25.0074975667,25.0286943531,162213608,0.0,1.0
AAPL,2016-08-08 00:00:00+00:00,108.37,108.37,107.16,107.52,28037220,25.523286036,25.523286036,25.2383070187,25.3230941644,112148880,0.0,1.0
AAPL,2016-08-09 00:00:00+00:00,108.81,108.94,108.01,108.23,26315204,25.6269147696,25.65753235,25.4384988904,25.4903132572,105260816,0.0,1.0
AAPL,2016-08-10 00:00:00+00:00,108.0,108.9,107.76,108.71,24008505,25.4361436919,25.648111556,25.3796189281,25.6033627847,96034020,0.0,1.0
AAPL,2016-08-11 00:00:00+00:00,107.93,108.93,107.85,108.52,27484506,25.4196573025,25.6551771515,25.4008157146,25.5586140134,109938024,0.0,1.0
AAPL,2016-08-12 00:00:00+00:00,108.18,108.44,107.78,107.78,18660434,25.4785372647,25.5397724255,25.3843293251,25.3843293251,74641736,0.0,1.0
AAPL,2016-08-15 00:00:00+00:00,109.48,109.54,108.08,108.14,25868209,25.7847130684,25.7988442594,25.4549852798,25.4691164708,103472836,0.0,1.0
AAPL,2016-08-16 00:00:00+00:00,109.38,110.23,109.21,109.63,33794448,25.7611610835,25.9613529552,25.7211227092,25.8200410458,135177792,0.0,1.0
AAPL,2016-08-17 00:00:00+00:00,109.22,109.37,108.34,109.1,25355976,25.7234779077,25.758805885,25.5162204406,25.6952155258,101423904,0.0,1.0
AAPL,2016-08-18 00:00:00+00:00,109.08,109.6,109.02,109.23,21984703,25.6905051288,25.8129754503,25.6763739379,25.7258331062,87938812,0.0,1.0
AAPL,2016-08-19 00:00:00+00:00,109.36,109.69,108.36,108.77,25368072,25.7564506865,25.8341722367,25.5209308375,25.6174939756,101472288,0.0,1.0
AAPL,2016-08-22 00:00:00+00:00,108.51,109.1,107.85,108.86,25820230,25.5562588149,25.6952155258,25.4008157146,25.638690762,103280920,0.0,1.0
AAPL,2016-08-23 00:00:00+00:00,108.85,109.32,108.53,108.59,21257669,25.6363355636,25.7470298926,25.5609692119,25.5751004028,85030676,0.0,1.0
AAPL,2016-08-24 00:00:00+00:00,108.03,108.75,107.68,108.565,23675081,25.4432092874,25.6127835787,25.3607773402,25.5692124066,94700324,0.0,1.0
AAPL,2016-08-25 00:00:00+00:00,107.57,107.88,106.68,107.39,25086248,25.3348701568,25.40788131,25.1252574912,25.292476584,100344992,0.0,1.0
AAPL,2016-08-26 00:00:00+00:00,106.94,107.95,106.31,107.41,27766291,25.186492652,25.4243676995,25.0381151471,25.297186981,111065164,0.0,1.0
AAPL,2016-08-29 00:00:00+00:00,106.82,107.44,106.29,106.62,24970300,25.1582302701,25.3042525765,25.0334047501,25.1111263003,99881200,0.0,1.0
AAPL,2016-08-30 00:00:00+00:00,106.0,106.5,105.5,105.8,24863945,24.9651039939,25.0828639184,24.8473440694,24.9180000241,99455780,0.0,1.0
